-0.0598988, -0.249715, 0.082437
-0.0597555, -0.249705, 0.0844544
-0.0596467, -0.250556, 0.0859853
-0.0595376, -0.251398, 0.0875214
-0.0594949, -0.253993, 0.0881222
-0.0594503, -0.256591, 0.0887497
-0.0593386, -0.257416, 0.0903227
-0.059162, -0.256449, 0.0928086
-0.0589229, -0.253676, 0.0961746
-0.0588124, -0.254454, 0.0977296
-0.0587016, -0.255224, 0.0992893
-0.0585904, -0.255983, 0.100854
-0.058479, -0.256733, 0.102423
-0.0583672, -0.257473, 0.103996
-0.0582551, -0.258204, 0.105575
-0.0581135, -0.258013, 0.107567
-0.0580586, -0.26055, 0.10834
-0.0579452, -0.261254, 0.109937
-0.0578314, -0.261947, 0.111538
-0.0576899, -0.26171, 0.11353
-0.057603, -0.263306, 0.114753
-0.0575151, -0.264896, 0.11599
-0.0573998, -0.265553, 0.117613
-0.0572842, -0.266199, 0.119241
-0.0571938, -0.267769, 0.120513
-0.0571023, -0.269333, 0.121801
-0.0569851, -0.269954, 0.123451
-0.0568676, -0.270564, 0.125105
-0.0567737, -0.272106, 0.126427
-0.0566787, -0.273642, 0.127764
-0.0565596, -0.274226, 0.12944
-0.0565081, -0.277643, 0.130164
-0.0563873, -0.278212, 0.131866
-0.0562662, -0.27877, 0.13357
-0.0561449, -0.279319, 0.135278
-0.0560233, -0.279856, 0.136989
-0.0557986, -0.275599, 0.140151
-0.0556585, -0.275148, 0.142123
-0.0555388, -0.275644, 0.143809
-0.0554188, -0.276129, 0.145498
-0.0552987, -0.276604, 0.147189
-0.0551783, -0.277068, 0.148883
-0.0550938, -0.279456, 0.150072
-0.0549546, -0.278934, 0.152032
-0.0548504, -0.280339, 0.153498
-0.0547956, -0.284651, 0.15427
-0.0546718, -0.285071, 0.156013
-0.0545477, -0.285481, 0.157759
-0.0544235, -0.285881, 0.159508
-0.0543293, -0.288223, 0.160834
-0.0542039, -0.288604, 0.162599
-0.0540213, -0.285055, 0.165169
-0.0539526, -0.289332, 0.166136
-0.0538401, -0.290661, 0.16772
-0.0537137, -0.290999, 0.1695
-0.0535996, -0.29231, 0.171105
-0.0534725, -0.292627, 0.172895
-0.0533451, -0.292933, 0.174687
-0.0532177, -0.293229, 0.176481
-0.0530901, -0.293512, 0.178277
-0.0529521, -0.292796, 0.18022
-0.0528247, -0.293057, 0.182013
-0.0526972, -0.293307, 0.183807
-0.0525696, -0.293546, 0.185603
-0.0524419, -0.293774, 0.187401
-0.0523224, -0.294984, 0.189083
-0.0522019, -0.296184, 0.19078
-0.0520731, -0.29638, 0.192593
-0.0519442, -0.296565, 0.194408
-0.0518022, -0.294747, 0.196407
-0.0516679, -0.293912, 0.198297
-0.0515344, -0.293065, 0.200175
-0.0514069, -0.293203, 0.20197
-0.0512794, -0.293331, 0.203765
-0.0511518, -0.293447, 0.20556
-0.0510321, -0.295549, 0.207246
-0.050907, -0.296642, 0.209007
-0.050778, -0.296726, 0.210823
-0.050649, -0.296799, 0.212639
-0.0505264, -0.299859, 0.214364
-0.050396, -0.29991, 0.216199
-0.0502656, -0.299949, 0.218035
-0.0501352, -0.299977, 0.219871
-0.0500056, -0.301994, 0.221695
-0.0498743, -0.3, 0.223543
-0.0497439, -0.299994, 0.225379
-0.0496143, -0.298977, 0.227203
-0.0494856, -0.29795, 0.229015
-0.0493595, -0.295911, 0.230789
-0.0492309, -0.295861, 0.2326
-0.0490944, -0.298797, 0.234521
-0.0489584, -0.300722, 0.236435
-0.0488277, -0.300637, 0.238275
-0.0486892, -0.302538, 0.240225
-0.0485576, -0.30243, 0.242077
-0.0484166, -0.304306, 0.244062
-0.0482791, -0.305171, 0.245997
-0.0481464, -0.305027, 0.247865
-0.0480017, -0.306864, 0.249902
-0.0478683, -0.306696, 0.25178
-0.0477489, -0.304527, 0.253461
-0.0476239, -0.303342, 0.25522
-0.0474842, -0.304136, 0.257186
-0.047385, -0.29995, 0.258583
-0.0472546, -0.299729, 0.260418
-0.0471243, -0.299496, 0.262252
-0.0469656, -0.302225, 0.264487
-0.0468342, -0.301968, 0.266336
-0.046703, -0.301699, 0.268183
-0.0465718, -0.301419, 0.270029
-0.0464296, -0.302114, 0.272032
-0.0462749, -0.303783, 0.274209
-0.0461429, -0.303466, 0.276067
-0.046011, -0.303137, 0.277923
-0.0458663, -0.30378, 0.27996
-0.0457343, -0.303427, 0.281819
-0.0456439, -0.30012, 0.283091
-0.0455135, -0.299748, 0.284927
-0.0454126, -0.297408, 0.286347
-0.0452834, -0.297017, 0.288166
-0.0451232, -0.298565, 0.29042
-0.0449776, -0.299122, 0.29247
-0.044864, -0.29772, 0.294069
-0.0447178, -0.298252, 0.296127
-0.0445882, -0.2978, 0.297951
-0.0445294, -0.293462, 0.298779
-0.0444561, -0.290093, 0.299811
-0.044404, -0.285757, 0.300544
-0.0444499, -0.276604, 0.299897
-0.0446195, -0.261697, 0.29751
-0.0440322, -0.284287, 0.305778
-0.0439087, -0.283776, 0.307516
-0.0443819, -0.255503, 0.300854
-0.0442919, -0.254068, 0.302121
-0.043989, -0.262159, 0.306386
-0.0439187, -0.259742, 0.307375
-0.0438059, -0.259221, 0.308963
-0.043648, -0.260586, 0.311185
-0.0435348, -0.260042, 0.312779
-0.0430464, -0.274586, 0.319653
-0.0428078, -0.278697, 0.323012
-0.0422982, -0.293111, 0.330185
-0.0421216, -0.294324, 0.332672
-0.0419937, -0.293648, 0.334471
-0.0419172, -0.291094, 0.335548
-0.0417908, -0.290399, 0.337328
-0.0416384, -0.290622, 0.339473
-0.0415122, -0.289904, 0.34125
-0.0412507, -0.293794, 0.344931
-0.0410956, -0.293963, 0.347114
-0.0409679, -0.293197, 0.348911
-0.0408406, -0.292421, 0.350703
-0.0407423, -0.290719, 0.352086
-0.0406161, -0.289923, 0.353863
