0.23984 0.49841 0.12114
0.24943 0.49727 0.12497
0.24859 0.4966 0.12302
0.24686 0.49524 0.11914
0.25862 0.49866 0.12311
0.25359 0.49479 0.124
0.25272 0.49413 0.12204
0.25599 0.49664 0.11713
0.2586 0.49544 0.12159
0.25146 0.49004 0.12399
0.25059 0.48938 0.12206
0.25594 0.49342 0.11566
0.26334 0.49643 0.11918
0.25124 0.48741 0.12497
0.25038 0.48676 0.12305
0.25159 0.48766 0.11964
0.27091 0.49878 0.1204
0.27214 0.49969 0.11691
0.26911 0.49746 0.11629
0.26679 0.49576 0.11522
0.25885 0.48994 0.11812
0.26214 0.49235 0.11316
0.27128 0.49257 0.12479
0.26824 0.49042 0.12417
0.25947 0.48419 0.1274
0.25789 0.48307 0.12593
0.25701 0.48245 0.12399
0.25329 0.4798 0.12403
0.2524 0.47918 0.12213
0.26467 0.48477 0.12747
0.26163 0.48265 0.12692
0.25716 0.47953 0.12738
0.25629 0.47892 0.12546
0.2497 0.47432 0.12749
0.24883 0.47371 0.12562
0.28302 0.4943 0.1192
0.26756 0.48368 0.12653
0.26233 0.4801 0.1274
0.25857 0.47751 0.12738
0.25769 0.47691 0.12546
0.25034 0.47186 0.12798
0.24947 0.47126 0.12612
0.2785 0.48799 0.1204
0.2601 0.47557 0.12978
0.25414 0.47155 0.13124
0.25328 0.47097 0.12936
0.25241 0.47038 0.12749
0.24865 0.46784 0.12761
0.28954 0.4889 0.11521
0.27828 0.48155 0.11977
0.27442 0.47903 0.11966
0.27348 0.47842 0.11766
0.27254 0.4778 0.11566
0.25852 0.46865 0.12263
0.30761 0.49725 0.10755
0.28582 0.48328 0.11851
0.28192 0.48078 0.11834
0.26549 0.47025 0.12641
0.26018 0.46684 0.12741
0.25928 0.46626 0.12551
0.25838 0.46568 0.12363
0.30761 0.49454 0.12236
0.30668 0.49395 0.12013
0.30574 0.49336 0.11791
0.31232 0.49752 0.11114
0.31133 0.49689 0.10888
0.31034 0.49626 0.10662
0.29219 0.48478 0.11521
0.28602 0.48089 0.11643
0.26137 0.4653 0.12979
0.25827 0.46333 0.12936
0.2537 0.46045 0.12995
0.25282 0.45988 0.12811
0.29363 0.48248 0.11521
0.28818 0.4791 0.11596
0.26936 0.4674 0.12545
0.26473 0.46453 0.12595
0.26235 0.46304 0.12502
0.26143 0.46247 0.12313
0.32077 0.49243 0.12027
0.31904 0.4914 0.11841
0.31885 0.49128 0.11569
0.31788 0.4907 0.11341
0.32147 0.49285 0.10841
0.32045 0.49224 0.10611
0.31943 0.49163 0.10382
0.30327 0.48193 0.11097
0.28267 0.46957 0.1212
0.27721 0.4663 0.12207
0.26804 0.4608 0.12546
0.26338 0.458 0.12601
0.26246 0.45745 0.12413
0.33069 0.49557 0.11829
0.31809 0.48812 0.12243
0.31637 0.4871 0.12061
0.31079 0.4838 0.12102
0.30984 0.48324 0.11881
0.30888 0.48267 0.1166
0.3079 0.48209 0.1144
0.30692 0.48151 0.11221
0.29909 0.47688 0.11427
0.29583 0.47495 0.11357
0.27297 0.46144 0.12545
0.26754 0.45822 0.12643
0.25913 0.45325 0.12946
0.25748 0.45227 0.12811
0.33209 0.49359 0.12107
0.33113 0.49303 0.11872
0.32472 0.48929 0.1194
0.32375 0.48873 0.1171
0.31426 0.4832 0.11969
0.3133 0.48264 0.11746
0.31233 0.48207 0.11524
0.30981 0.4806 0.11394
0.30882 0.48002 0.11175
0.30781 0.47944 0.10956
0.28326 0.46512 0.12215
0.27474 0.46016 0.12497
0.27079 0.45786 0.12497
0.2691 0.45687 0.12354
0.26367 0.45371 0.12462
0.34299 0.49279 0.11685
0.33334 0.48737 0.11914
0.33079 0.48594 0.11767
0.32981 0.48538 0.11534
0.31866 0.47912 0.1188
0.31457 0.47682 0.11836
0.30506 0.47147 0.12115
0.3041 0.47093 0.11901
0.30312 0.47038 0.11687
0.30214 0.46983 0.11474
0.30114 0.46927 0.11262
0.29708 0.46699 0.11243
0.26638 0.44973 0.12936
0.26547 0.44922 0.12749
0.26378 0.44827 0.12612
0.3624 0.49997 0.11348
0.34866 0.49239 0.1176
0.3445 0.49009 0.11685
0.33876 0.48693 0.11701
0.33777 0.48638 0.11464
0.33598 0.48539 0.11271
0.33104 0.48267 0.11258
0.32064 0.47693 0.11566
0.31965 0.47638 0.11342
0.31864 0.47583 0.11118
0.31762 0.47526 0.10895
0.31659 0.47469 0.10673
0.30092 0.46605 0.11357
0.28611 0.45787 0.12015
0.26755 0.44764 0.12936
0.26587 0.44671 0.12798
0.26494 0.4462 0.12612
0.36316 0.49669 0.11389
0.35415 0.49181 0.11552
0.35315 0.49127 0.11305
0.34021 0.48426 0.11701
0.35111 0.49016 0.10814
0.32301 0.47494 0.11791
0.32202 0.47441 0.11566
0.32102 0.47387 0.11342
0.31611 0.47121 0.11348
0.31899 0.47276 0.10895
0.31795 0.4722 0.10673
0.3084 0.46703 0.10976
0.29504 0.45979 0.11532
0.28713 0.45551 0.11766
0.27007 0.44627 0.12601
0.26684 0.44452 0.12562
0.36812 0.49565 0.11521
0.35181 0.48698 0.12046
0.34602 0.4839 0.12052
0.34504 0.48338 0.11812
0.34404 0.48286 0.11572
0.34622 0.48401 0.1116
0.3452 0.48347 0.1092
0.34416 0.48291 0.10681
0.32338 0.47187 0.11566
0.32238 0.47134 0.11342
0.31666 0.4683 0.11394
0.31721 0.46859 0.11081
0.31618 0.46804 0.10861
0.30582 0.46254 0.11214
0.3017 0.46035 0.11195
0.27524 0.44628 0.12595
0.26891 0.44292 0.12749
0.2672 0.44201 0.12612
0.38897 0.49973 0.10938
0.38793 0.49919 0.1067
0.38686 0.49865 0.10403
0.3502 0.47982 0.11969
0.34437 0.47683 0.11981
0.34338 0.47632 0.11743
0.32955 0.46922 0.122
0.32857 0.46872 0.11973
0.32917 0.46903 0.11658
0.32817 0.46851 0.11431
0.32556 0.46717 0.11296
0.32611 0.46746 0.1098
0.31877 0.46369 0.11128
0.3146 0.46154 0.11097
0.31356 0.46101 0.1088
0.31251 0.46047 0.10664
0.28737 0.44756 0.11961
0.26703 0.43712 0.12995
0.26533 0.43624 0.12861
0.39195 0.49739 0.11822
0.39094 0.49688 0.11554
0.38992 0.49637 0.11285
0.38889 0.49585 0.11018
0.38784 0.49532 0.10751
0.38597 0.49438 0.10526
0.36622 0.48443 0.11219
0.35546 0.47901 0.11474
0.35121 0.47687 0.11401
0.35019 0.47636 0.1116
0.34915 0.47583 0.1092
0.3481 0.4753 0.10681
0.33028 0.46633 0.11386
0.32209 0.46221 0.11569
0.32108 0.4617 0.11348
0.32005 0.46118 0.11128
0.32137 0.46184 0.10767
0.32031 0.46131 0.10547
0.31924 0.46077 0.10327
0.30646 0.45433 0.10839
0.27043 0.43619 0.12847
0.26562 0.43377 0.12911
0.39348 0.4943 0.11822
0.39248 0.4938 0.11554
0.39145 0.4933 0.11285
0.38138 0.48832 0.11457
0.38117 0.48822 0.11156
0.38012 0.4877 0.10896
0.37825 0.48678 0.10678
0.35361 0.47461 0.11643
0.34773 0.47171 0.11658
0.34671 0.47121 0.1142
0.34407 0.4699 0.11271
0.33821 0.46701 0.11303
0.33317 0.46452 0.11296
0.31777 0.45691 0.11888
0.31677 0.45642 0.11671
0.31099 0.45357 0.11734
0.30998 0.45307 0.11521
0.3129 0.45451 0.11071
0.31185 0.45399 0.10857
0.30688 0.45153 0.10888
0.29568 0.446 0.11319
0.28765 0.44204 0.11566
0.41202 0.49944 0.11694
0.41017 0.49855 0.11451
0.39666 0.49201 0.11746
0.39565 0.49152 0.11476
0.39461 0.49102 0.11207
0.3977 0.49251 0.10738
0.39662 0.49199 0.10467
0.39554 0.49147 0.10197
